,Producator procesor,Tip procesor,Model procesor,Arhitectura,Numar nuclee,Frecventa nominala,Cache,Tehnologie procesor,Procesor grafic integrat,Diagonala display,Format display,Tehnologie display,Finisaj display,Rezolutie,Capacitate memorie,Tip memorie,Sloturi ocupate,Frecventa,Tip stocare,Capacitate SSD,Interfata SSD,Tip placa video,Chipset video,Camera WEB,Audio,Porturi,Cititor de carduri,Retea,Wireless,Tastatura numerica,Dimensiuni (W x H x D),Greutate,Securitate,Limba tastatura,Accesorii incluse,Culoare,Caracteristici cheie,Sistem de operare,Product name,New price,Old price,Reviews,Rating,Frecventa Turbo Boost,Unitate optica,Versiune Bluetooth,Platforma producator,Material,Autonomie baterie,Numar sloturi,Memorie integrata,Capacitate memorie maxima suportata,Capacitate HDD/SSHD,Viteza HDD,Tehnologii placa video,Tehnologii audio,Putere difuzoare,Model placa video,Capacitate memorie video,Tip memorie placa video,Producator difuzoare,Rata de refresh,Design,Touchscreen,Luminozitate,3G,4G
941,Intel,i5,8300H,Coffee Lake,4,2.3 GHz,8192 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,HDD + SSD,128 GB,,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofon,1 x Card Reader1 x Jack 3.5 mm1 x HDMI1 x RJ-451 x USB 3.1 type C3 x USB 3.1,SDSDHCSDXC,10/100/1000,802.11 ac 2x2,Da,389 x 274.7 x 25 mm,2.7 Kg,Parola BIOSParola HDDNoble lock,Tastatura internationala,,Negru/Argintiu,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleDual Cooling Fans,Windows 10 Home,"Laptop Gaming Dell G5 15 5587 cu procesor Intel Core i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, 8GB, 1TB + 128GB SSD, NVIDIA GeForce GTX 1050Ti 4GB, Microsoft Windows 10, Black",5099.99,5699.99,1,3.00,4 GHz,Nu,5.0,Dell G5 5587,,,2,,32 GB,1 TB,5400 rpm,DirectX 12Max-Q DesignGeForce Experience,Waves MaxxAudio Pro,4 W,GTX 1050 Ti,4096 MB,GDDR5,,60 Hz,,Nu,,,
942,Intel,i7,9750H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,,SSD,512 GB,SATA,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofon,2 x USB 3.01 x HDMI1 x RJ-451 x USB 3.1 type C1 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 ac,Da,363.4 x 25.9 x 255.5 mm,2.5 Kg,Kensington Lock,Tastatura internationala,,Obsidian Black,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleDual Cooling Fans,Linux,"Laptop Gaming Acer Nitro 5 AN515-54-783J cu procesor Intel Core i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, 8GB, 512GB SSD, NVIDIA GeForce GTX 1650 4GB, Linux, Obsidian Black",5699.99,4499.99,Adauga,,4.5 GHz,Nu,,,,,,,,,,DirectX 12GeForce ExperiencenVidia G-SyncnVidia CUDAnVidia PhysXnVidia SurroundnVidia AnselnVidia GameStreamnVidia FXAA,Dolby Audio PremiumAcer TrueHarmony,,GTX 1650,4096 MB,GDDR5,,,,,,,
943,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,14 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,LPDDR3,,2133 MHz,SSD,256 GB,PCI Express,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,1 x USB 3.11 x USB 2.01 x HDMI1 x USB type C1 x Audio Out/Microfon,SD,,802.11 ax 2x2,Nu,323 x 17.8 - 18 x 213 mm,1.4 Kg,TPM (Trusted Platform Module)Parola BIOS,Tastatura internationala,Adaptor 45W,Transparent Silver,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,Free DOS,"Laptop ultraportabil ASUS S431FA cu procesor Intel Core i5-8265U pana la 3.90 GHz Whiskey Lake, 14"", Full HD, 8GB, 256Gb SSD, Intel UHD Graphics 620, Free DOS, Transparent Silver",3599.99,3499.99,Adauga,,3.9 GHz,,5.0,,,,,8192 MB,8 GB,,,DirectX 12,Harman Kardon,,,,,Harman Kardon,,,,,,
944,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Reflective,1920 x 1080,8 GB,DDR4,1,2400 MHz,HDD + SSD,256 GB,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,1 x USB 3.01 x USB 3.11 x HDMI1 x RJ-451 x USB 3.1 type C1 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 ac,Da,364.9 x 19 x 256.9 mm,2 Kg,Kensington LockParola BIOS,Tastatura internationala,Adaptor 45W,Argintiu,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura antistropi,Free DOS,"Laptop HP ProBook 450 G6 cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB + 256GB SSD, Intel UHD Graphics 620, Free DOS, Silver",3530.98,5355.00,3,4.33,3.9 GHz,,5.0,HP ProBook 450 G6,,,2,,16 GB,1 TB,5400 rpm,DirectX 12,,,,,,,,,,220 niti,,
945,Intel,i3,7020U,Kaby Lake,2,2300 MHz,3072 KB,,Intel UHD Graphics 620,15.6 inch,HD,SVA,Anti-Glare,1366 x 768,4 GB,DDR4,1,2133 MHz,HDD,,,Integrata,,VGA,,2 x USB 3.11 x Jack 3.5 mm1 x USB 2.01 x HDMI1 x RJ-45,SD,10/100/1000,802.11 b/g/n,Da,376 x 22.5 x 246 mm,2.04 Kg,,Tastatura internationala,,Negru,Camera web,Free DOS,"Laptop HP 15-da0001nq, Intel Core i3-7020U, 4GB DDR4, HDD 1TB, nVIDIA GeForce MX110 2GB, Free DOS",1999.99,2599.99,Adauga,,,Da,v4.2,,,12 h,1,,,1 TB,5400 rpm,,,,,,GDDR4,,,,,,,
946,Intel,i7,9750H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,16 GB,DDR4,2,2666 MHz,HDD + SSD,512 GB,,Dedicata,nVidia GeForce RTX,HD,Difuzoare stereoMicrofoane duale,1 x Mini DisplayPort1 x RJ-451 x USB 3.1 type C3 x USB 3.11 x Audio Out/Microfon1 x HDMI 2.0,,10/100/1000,802.11 ac 2x2,Nu,361 x 19.9 - 23.8 x 265 mm,2.2 Kg,Parola BIOSParola HDDSecurity lock,Tastatura internationala,Adaptor 230W,Negru,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura RGBRata refresh ecran 144HzG-sync,Free DOS,"Laptop gaming Lenovo Legion Y740 cu procesor Intel Core i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 144Hz, G-Sync, 16GB, 512GB SSD + 1TB HDD, NVIDIA GeForce RTX 2060 6GB, Free DOS, Black",8599.99,9699.99,Adauga,,4.5 GHz,Nu,5.0,Legion Y740 Series,Aluminiu,5 h,2,,32 GB,1 TB,7200 rpm,nVidia G-SyncnVidia PhysXnVidia SurroundnVidia FXAAGeForce ExperienceDirectX 12,Dolby AtmosHD Audio,4 W,RTX 2060,6144 MB,GDDR6,,144 Hz,,Nu,500 niti,,
947,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,HDD + SSD,128 GB,M.2,Dedicata,nVidia GeForce GT,HD,Difuzoare stereo,1 x HDMI1 x RJ-451 x USB type C3 x USB 3.11 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 ac 2x2,Nu,361 x 18 x 244 mm,1.87 Kg,,Tastatura internationala,Incarcator,Roz,TouchPad cu suport pentru gesturi multi atingere,Windows 10 Home,"Laptop 2-in-1 Dell Inspiron 15 (7580), Intel Core i5-8265U, 15.6inch, RAM 8GB, HDD 1TB + SSD 128GB, nVidia GeForce MX250 2GB, Windows 10, Pink Champagne",5119.99,5899.99,Adauga,,3.9 GHz,Nu,5.0,,,,2,,32 GB,1 TB,5400 rpm,Suport DirectX 12,,,MX250,2048 MB,GDDR5,,,,Da,,,
948,Intel,Pentium,N5000,Gemini Lake,4,1.1 GHz,4096 KB,,Intel UHD Graphics 605,15.6 inch,HD,LCD LED,Anti-Glare,1366 x 768,4 GB,DDR4,1,2666 MHz,HDD,,,Integrata,Intel UHD,HD,Difuzoare stereo,2 x USB 3.11 x Jack 3.5 mm1 x USB 2.01 x HDMI,SD,,,Da,,2.18 Kg,,Tastatura internationala,,Negru,Camera web,Windows 10 Home,"Laptop Dell Inspiron, 15.6"" HD (1366 x 768) Anti-Glare, Pentium Silver N5000, 4GB DDR4 2666Mhz, 1TB 5400rpm, DVD+/-RW, UHD Graphics 605, Windows 10 Home",2399,2518.00,Adauga,,2.7 GHz,Da,,,,42 h,1,,8 GB,1 TB,5400 rpm,,,,,,DDR4,,,Convertibil,Nu,,,
949,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,,SSD,256 GB,SATA,Integrata,Intel UHD,VGA,Difuzoare stereoMicrofon,2 x USB 2.01 x USB 3.11 x HDMI1 x USB 3.1 type C1 x Audio Out/Microfon,Micro SDMicro SDHCMicro SDXC,,802.11 ac 2x2,Da,361 x 18 x 243 mm,1.8 Kg,Cititor de amprentaParola BIOS,Tastatura internationala,Adaptor 45W,Gri,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura ChicletCititor de amprente,Windows 10 Pro,"Laptop ASUS VivoBook S15 S530FA cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Microsoft Windows 10 Pro, Gun Metal",3369,4049.00,2,5.00,3.9 GHz,,4.2,ASUS S530FA,,,2,,16 GB,,,DirectX 12,HD AudioASUS SonicMasterICEsound,2 W,,,,,,,,,,
950,Intel,i3,7020U,Kaby Lake,2,2.3 GHz,3072 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,4 GB,DDR4,,2133 MHz,HDD,,,Integrata,Intel HD,VGA,Difuzoare stereoMicrofon,1 x USB 3.02 x USB 2.01 x HDMI1 x Audio Out/Microfon,Micro SD,,802.11 ac,Da,381 x 27.2 x 252 mm,2 Kg,TPM (Trusted Platform Module)Parola BIOSParola HDDSecurity lock,Tastatura internationala,Adaptor USB 3.0 la RJ45Adaptor 45W,Argintiu,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,Endless OS,"Laptop ASUS VivoBook 15 X540UA cu procesor Intel Core i3-7020U 2.30 GHz, Kaby Lake, 15.6, Full HD, 4GB, 1TB, Intel HD Graphics 620, Endless OS, Silver",1549.99,1849.99,Adauga,,,Nu,4.2,ASUS X540UA,,,1,4096 MB,12 GB,1 TB,5400 rpm,DirectX 12,SonicMaster,2 W,,,,,60 Hz,,Nu,,,
951,Intel,i5,,Coffee Lake,4,1.4 GHz,,14 nm,Intel Iris Plus Graphics 645,13.3 inch,,LEDIPSRetina,Glossy,2560 x 1600,8 GB,LPDDR3,,2133 MHz,SSD,256 GB,,Integrata,Intel Iris,HD,Difuzoare stereoMicrofoane duale,2 x Thunderbolt v31 x Audio Out/Microfon,,,802.11 ac,,304.1 x 14.9 x 212.4 mm,1.37 Kg,Touch ID,Tastatura internationala,Adaptor USB-C 61W,Silver,Camera webTouchpad care accepta gesturi de atingeri multipleTouch BarTouch ID,Mac OS,"Laptop Apple MacBook Pro 13"" Touch Bar, procesor Intel Core i5 1.4GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 645, Silver, INT KB",7699.99,8599.99,1,5.00,3.9 GHz,,5.0,Apple MacBook Pro 13,Aluminiu,10 h,,8192 MB,,,,,,,,,,,,,,,,
952,Intel,i5,8300H,Coffee Lake,4,2.3 GHz,8192 KB,14 nm,Intel UHD Graphics 630,17.3 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,SSHD,,,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x Jack 3.5 mm1 x USB 2.01 x RJ-451 x HDMI 2.0,,10/100/1000,802.11 ac,Da,399.8 x 279 x 27.6 mm,2.7 Kg,Kensington LockTPM (Trusted Platform Module)Parola BIOS,Tastatura internationala,Adaptor 120W,Negru / Rosu,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multiple,Free DOS,"Laptop Gaming ASUS TUF FX705GE cu procesor Intel Core i5-8300H pana la 4.00 GHz, Coffee Lake, 17.3"", Full HD, IPS, 8GB, 1TB Hybrid FireCuda, NVIDIA GeForce GTX 1050 Ti 4GB, Free DOS, Black/Red",4270,4270.00,3,4.67,4 GHz,,5.0,ASUS FX705GE,,,2,,32 GB,1 TB,5400 rpm,DirectX 12GeForce ExperiencenVidia CUDAnVidia PhysXnVidia AnselnVidia GameStreamnVidia FXAA,DTS HEADPHONE:X,4 W,GTX 1050 Ti,4096 MB,GDDR5,,144 Hz,,,,,
953,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,,,,15.6 inch,Full HD,LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,,HDD + SSD,256 GB,M.2,Dedicata,AMD Radeon,,,2 x USB 3.11 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon,,,,Nu,,2.12 Kg,,Tastatura internationala,,Negru,,,Laptop Lenovo ThinkPad E590 Intel Core Whiskey Lake (8th Gen) i5-8265U 1TB+256GB SSD 8GB AMD Radeon RX 550X 2GB Win10 FullHD FPR,5095.58,6069.00,Adauga,,,Nu,,,,,2,,,1 TB,5400 rpm,,,,RX 550X,2048 MB,DDR4,,60 Hz,,,,,
954,Intel,i7,8550U,Kaby Lake R,4,1800 MHz,8192 KB,14 nm,Intel UHD Graphics 620,14 inch,Full HD,IPS,,1920 x 1080,8 GB,DDR4,,,SSD,256 GB,M.2,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,2 x USB 3.01 x HDMI1 x RJ-452 x USB 3.1 type C1 x Audio Out/Microfon,Micro SD,,802.11 ac 2x2,,335 x 22.5 x 235 mm,1.7 Kg,,Tastatura internationala,,Negru,Camera web,Windows 10 Pro,"Laptop Lenovo Thinkpad L480 cu procesor Intel Core i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel UHD Graphics 620, Microsoft Windows 10 Pro, Black",5200.3,7735.00,Adauga,,4000 MHz,Nu,4.2,Thinkpad L480,,12 h,,,,,,,,,,,,,60 Hz,,,,,
955,Intel,i7,9750H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,16 GB,DDR4,2,2666 MHz,HDD + SSD,512 GB,,Dedicata,nVidia GeForce RTX,HD,Difuzoare stereoMicrofoane duale,1 x Mini DisplayPort1 x RJ-451 x USB 3.1 type C3 x USB 3.11 x Audio Out/Microfon1 x HDMI 2.0,,10/100/1000,802.11 ac 2x2,Nu,361 x 19.9 - 23.8 x 265 mm,2.2 Kg,Parola BIOSParola HDDSecurity lock,Tastatura internationala,Adaptor 230W,Negru,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura RGBRata refresh ecran 144HzG-sync,Free DOS,"Laptop gaming Lenovo Legion Y740 cu procesor Intel Core i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", HDR400, Full HD, IPS, 144Hz, 16GB, 512GB SSD + 1TB HDD, NVIDIA GeForce RTX 2070 Max-Q 8GB, Free DOS, Black",9999.99,11299.99,Adauga,,4.5 GHz,Nu,5.0,Legion Y740 Series,Aluminiu,5 h,2,,32 GB,1 TB,7200 rpm,nVidia G-SyncnVidia PhysXnVidia SurroundGeForce ExperienceDirectX 12nVidia 3D VisionnVIDIA CUDAnVIDIA Adaptive V-SyncnVidia FastSyncnVidia Simultaneous Multi-ProjectionnVidia GameStream,Dolby AtmosHD Audio,4 W,RTX 2070,8192 MB,GDDR6,,144 Hz,,,500 niti,,
956,Intel,i9,,,8,2.3 GHz,16384 KB,,Intel UHD Graphics 630,15.4 inch,,IPSRetina,,2880 x 1800,16 GB,DDR4,,2400 MHz,SSD,512 GB,,Dedicata,AMD Radeon,HD,Difuzoare stereoTrei microfoane,4 x Thunderbolt v31 x Audio Out/Microfon,,,802.11 ac,,349.3 x 15.5 x 240.7 mm,1.83 Kg,Touch ID,Tastatura internationala,,Argintiu,Camera webTrackpad Force TouchTouchpad care accepta gesturi de atingeri multipleSenzor de lumina ambientalaTouch BarTouch ID,Mac OS,"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel Core i9 2.30 GHz, 16GB, 512GB SSD, Radeon Pro 560X W 4GB, macOS Mojave, INT KB, Silver",14518,24990.00,Adauga,,4.8 GHz,Nu,5.0,Apple MacBook Pro 15,,10 h,,,,,,,,,Pro 560X,4096 MB,GDDR5,,,,,500 niti,,
957,Intel,Celeron,Intel Celeron,Apollo Lake,2,1.1 GHz,,,,15.6 inch,HD,LED,Anti-Glare,1366 x 768,4 GB,DDR3L,1,1600 MHz,HDD,,,Integrata,Intel HD,VGA,,1 x USB 3.01 x USB 3.11 x USB 2.01 x RJ-451 x Audio Out/Microfon,,,,Da,,2.13 Kg,,Tastatura internationala,,Black,Camera web,,"Laptop Asus VivoBook MAX X541NA-GO008, 15.6 HD Intel Celeron Dual Core N3350 ,4GB DDR3,500hdd",1400,1666.00,Adauga,,,Da,,,,,2,,,500 GB,,,,,,,DDR3,,60 Hz,,,,,
958,Intel,M5,Intel Core m5-6Y57,Kaby Lake,2,1100 MHz,,,,12 inch,Full HD,LED,,1920 x 1200,8 GB,LPDDR3,1,,SSD,512 GB,,Integrata,,Full HD,,1 x USB 3.01 x USB 3.1 type C1 x Audio Out/Microfon,,,,Da,,1.27 Kg,,Tastatura internationala,,Negru,,Windows 10 Pro,"Laptop HP Elite x2 1012 G1 Intel Core m5-6Y57, 12"", Touch, 8GB, 512GB SSD, Intel HD Graphics 515, USB 3.0, FPR, Win10 Pro 64",6729.99,11663.57,Adauga,,,Nu,,,,,1,,,,,,,,,,DDR3,,,,Da,,,
959,Intel,i7,8565U,Whiskey Lake,4,1.8 GHz,8192 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,512 GB,,Integrata,Intel UHD,VGA,Difuzoare stereo,1 x USB 3.02 x USB 2.01 x HDMI1 x USB 3.1 type C1 x Audio Out/Microfon,Micro SD,,802.11 ac,Da,360 x 22.9 x 235 mm,1.9 Kg,Parola BIOSParola HDDSecurity lockSuport TPM,Tastatura internationala,,Argintiu,TouchPad cu suport pentru gesturi multi atingere,Windows 10 Pro,"Laptop ASUS 15.6'' X509FA, FHD, Procesor Intel Core i7-8565U (8M Cache, up to 4.60 GHz), 8GB DDR4, 512GB SSD, GMA UHD 620, Win 10 Pro, Silver",3839.99,4499.99,Adauga,,4.6 GHz,Nu,4.1,,Plastic,,1,,12 GB,,,Suport DirectX 12,,,,,DDR4,,,,Nu,,,
960,Intel,i3,8145U,Whiskey Lake,2,2.1 GHz,4096 KB,,,15.6 inch,Full HD,TN,,1920 x 1080,8 GB,DDR4,1,2666 MHz,SSD,256 GB,M.2,Integrata,Intel UHD,HD,Difuzoare stereo,1 x VGA2 x USB 3.11 x Jack 3.5 mm1 x USB 2.01 x HDMI1 x RJ-45,Micro SDMicro SDHCMicro SDXC,,802.11 ac,Da,,2.28 Kg,Noble lock,Tastatura internationala,,Negru,,Windows 10 Home,"Laptop Dell Vostro 3580 cu procesor Intel Core i3-8145U pana la 3.9 GHZ, 15.6"", Full HD, 8GB, 256Gb SSD M.2, Intel UHD Graphics 620, Windows 10, Black",3299.99,3099.99,Adauga,,3.9 GHz,Da,4.2,,,42 h,2,,16 GB,,,,,,,,DDR4,,,Convertibil,Nu,,,
961,Intel,i5,9300H,Coffee Lake,4,2400 MHz,8192 KB,,,15.6 inch,Full HD,,Anti-Reflective,1920 x 1080,8 GB,DDR4,1,2666 MHz,SSD,,,Dedicata,,HD,,1 x Jack 3.5 mm1 x HDMI1 x RJ-451 x USB type C3 x USB 3.1,SD,10/100/1000,802.11 ac 2x2,Da,360 x 23.4 x 256 mm,210 Kg,,Tastatura internationala,,Negru,,,"Laptop Gaming HP Pavilion 15-dk0001nq, Intel Core i5-9300H, 8GB DDR4, SSD 256GB, NVIDIA GeForce GTX1660Ti 6GB, Free DOS",4799.99,5399.99,Adauga,,4100 MHz,Nu,V5.0,,,,1,,,,,,,,GTX 1660 Ti,6144 MB,GDDR6,,,,,,,
962,Intel,M3,M5-6Y57,Skylake,2,1.1 GHz,,,,12 inch,Full HDWUXGA,LED,,1920 x 1200,8 GB,LPDDR3,1,,SSD,256 GB,,Integrata,,Full HD,,1 x USB 3.01 x USB 3.1 type C,,,,Nu,,1.2 Kg,,Tastatura UK,,Argintiu/Negru,,Windows 10 Pro,"Notebook 2 in 1 HP 1012 G1NB 12""1012 Intel M7-6Y75 256/8 W10p64",5798.99,10020.11,Adauga,,2.8 GHz,Nu,,,,10.12 h,1,,,,,,,,,,DDR3L,,,,Da,,,
963,Intel,i5,7200U,Kaby Lake,2,2500 MHz,3072 KB,14 nm,Intel HD Graphics 620,15.6 inch,Full HD,TN,Anti-Glare,1980 x 1080,4 GB,DDR4,,2133 MHz,HDD,,,Integrata,Intel HD,,Difuzoare stereo,1 x VGA1 x Audio Out1 x USB 2.01 x HDMI1 x RJ-45,,10/100/1000,802.11 a/b/g/n/ac,Da,380 x 23.8 x 253.8 mm,1.86 Kg,,Tastatura internationala,,Argintiu,2 x USB 3.1,Free DOS,"Laptop HP 250 G6 cu procesor Intel Core i5-7200U 2.50 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 500GB, DVD-RW, Intel HD Graphics, Free DOS, Silver",2099.01,2699.00,5,4.60,3100 MHz,Da,4.2,HP 250 G6,,,,,,500 GB,5400 rpm,,,,,,,,,,,,,
964,Intel,i7,8550U,Kaby Lake R,4,1800 MHz,8192 KB,14 nm,Intel UHD Graphics 620,14 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,256 GB,M.2,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofoane duale,1 x VGA2 x USB 3.01 x Audio Out1 x HDMI1 x RJ-451 x USB 3.1 type C,SD,10/100/1000,802.11 ac,,336 x 20 x 238 mm,1.63 Kg,Cititor de amprenta,Tastatura internationala,,Argintiu,Baterie inclusaLED BacklightTastatura antistropi,Windows 10 Pro,"Laptop ultraportabil HP ProBook 440 G5 cu procesor Intel Core i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", Full HD, 8GB, 256GB SSD, nVIDIA GeForce 930MX 2GB, Microsoft Windows 10 Pro, Silver",4992.05,5831.00,6,4.33,4000 MHz,Nu,,HP ProBook 440 G5,,,2,,,,,,,,930MX,2048 MB,DDR3,,60 Hz,,,,,
965,Intel,i5,8300H,Coffee Lake,4,2300 MHz,8192 KB,,,15.6 inch,Full HD,IPS,,1920 x 1080,8 GB,DDR4,1,,SSD,512 GB,,Dedicata,nVidia GeForce RTX,HD,Difuzoare stereo,1 x Jack 3.5 mm,SD,10/100/1000,802.11 ac,Da,361 x 26.1 x 262 mm,2.4 Kg,,Tastatura internationala,,Negru,,Free DOS,"Laptop Gaming Asus ROG Strix GL504GV-ES082, Intel Core i5-8300H, 8GB DDR4, SSD 512GB, nVIDIA GeForce RTX 2060 6GB, Free DOS",6699.99,7999.99,Adauga,,4000 MHz,Nu,5.0,,,,2,,,,,,,2 W,RTX 2060,,GDDR6,,144 Hz,,,,,
966,Intel,i7,6820HK,Skylake,4,2700 GHz,,,,17.3 inch,Full HD,LED,Anti-Glare,1920 x 1080,32 GB,DDR4,1,,SSD,512 GB,,Dedicata,nVidia GeForce GTX,HD,,1 x Microfon3 x USB 3.01 x Mini DisplayPort1 x HDMI1 x RJ-45,SD,,802.11 ac,Da,429 x 35 x 309 mm,3.6 Kg,,Tastatura internationala,,Argintiu,Camera web,Windows 10 Home,"Laptop ASUS ROG GX700VO-TRITON cu un sistem de racire lichid si cutie speciala, i7-6820HK, 17.3 inch ASUS GX700VO-TRITON /I7-6820HK",13540.3,10999.00,Adauga,,,Nu,4.0,,,,1,,,,,,,,GTX 980,8192 MB,GDDR5,,60 Hz,,,,,
967,Intel,i3,8130U,Kaby Lake,2,2.2 GHz,4096 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,4 GB,DDR4,1,,SSD,256 GB,M.2,Integrata,Intel UHD,VGA,Difuzoare stereoMicrofon,1 x USB 3.02 x USB 2.01 x HDMI1 x Audio Out/Microfon,Micro SDMicro SDHCMicro SDXC,,802.11 ac,Da,365 x 21.9 x 266 mm,1.68 Kg,TPM (Trusted Platform Module)Parola BIOS,Tastatura internationala,Adaptor 45W,Gri,Camera webTastatura Chiclet,Endless OS,"Laptop ASUS X507UA cu procesor Intel Core i3-8130U pana la 3.40 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 256GB SSD, Intel UHD Graphics 620, Endless OS, Star Grey",1831.01,1899.99,Adauga,,3.4 GHz,Nu,4.2,ASUS X507UA,,,2,,16 GB,,,DirectX 12,ICEpowerSonic Master,,,,,,60 Hz,,,,,
968,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,SSD,256 GB,M.2,Dedicata,AMD Radeon,HD,Difuzoare stereo,1 x VGA2 x USB 3.01 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon,Micro SD,10/100/1000,802.11 ac,Da,380 x 22.6 x 258 mm,2.28 Kg,Parola BIOSParola HDDSecurity lock,Tastatura internationala,,Negru,TouchPad cu suport pentru gesturi multi atingere,Windows 10 Pro,"Laptop DELL 15.6'' Vostro 3580 (seria 3000), FHD, Procesor Intel Core i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 256GB SSD, Radeon 520 2GB, Win 10 Pro, Black",3479.99,3999.99,Adauga,,3.9 GHz,Da,4.2,,Plastic,,2,,16 GB,,,Suport DirectX 12,Waves MaxxAudio Pro,,520,2048 MB,GDDR5,,,,Nu,,,
